"order_year","product_key","product_name","brand","subcategory","category","number_of_goods_sold","revenue_of_goods","profit","profit_margin"
2016,2096,Contoso Water Heater 4.3GPM M1250 Green,Contoso,Water Heaters,Home Appliances,24,21060.00,11375.28,0.540136
2016,425,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Desktops,Computers,57,21033.00,10309.59,0.490162
2016,445,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Desktops,Computers,34,19006.00,10265.96,0.540143
2016,154,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Televisions,TV and Video,40,18798.80,10154.00,0.540140
2016,156,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Televisions,TV and Video,40,18798.80,10154.00,0.540140
2016,2115,Contoso Water Heater 4.3GPM M1250 Yellow,Contoso,Water Heaters,Home Appliances,21,18427.50,9953.37,0.540136
2016,2087,Contoso Water Heater 4.0GPM M1250 White,Contoso,Water Heaters,Home Appliances,23,18193.00,9826.75,0.540139
2016,2176,Fabrikam Coffee Maker Super-Auto 12C X125 White,Fabrikam,Coffee Machines,Home Appliances,11,18150.00,12136.52,0.668678
2016,429,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Desktops,Computers,30,17997.00,9720.90,0.540140
2016,1873,Contoso Washer & Dryer 25.5in M255 Silver,Contoso,Washers & Dryers,Home Appliances,9,17901.00,9668.97,0.540135
2016,416,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Desktops,Computers,18,17442.00,11663.10,0.668679
2016,2092,Contoso Water Heater 4.0GPM M1250 Blue,Contoso,Water Heaters,Home Appliances,22,17402.00,9399.50,0.540139
2016,420,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Desktops,Computers,34,16996.60,8331.36,0.490178
2016,455,WWI Desktop PC2.33 X2330 White,Wide World Importers,Desktops,Computers,18,16542.00,11061.36,0.668683
2016,137,"Adventure Works 32"" LCD HDTV M130 Silver",Adventure Works,Televisions,TV and Video,33,16499.67,8911.98,0.540130
2016,1859,NT Washer & Dryer 24in M2400 Blue,Northwind Traders,Washers & Dryers,Home Appliances,9,16370.10,8842.05,0.540134
2016,633,WWI Projector 1080p LCD86 Silver,Wide World Importers,Projectors & Screens,Computers,7,16065.00,10742.34,0.668679
2016,1975,Litware Refrigerator L1200 Orange,Litware,Refrigerators,Home Appliances,5,15999.95,10698.85,0.668680
2016,1921,Fabrikam Refrigerator 24.7CuFt X9800 Blue,Fabrikam,Refrigerators,Home Appliances,5,15999.95,10698.85,0.668680
2016,1581,SV DVD Recorder L240 Gold,Southridge Video,Movie DVD,"Music, Movies and Audio Books",73,15987.00,10690.12,0.668675
2016,1863,NT Washer & Dryer 25.5in M2550 Green,Northwind Traders,Washers & Dryers,Home Appliances,8,15919.20,8598.56,0.540137
2016,2113,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Water Heaters,Home Appliances,31,15748.00,7719.31,0.490177
2016,1660,Contoso DVD 15-Inch Player Portable L200 White,Contoso,Movie DVD,"Music, Movies and Audio Books",54,15659.46,10471.14,0.668678
2016,1182,Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White,Fabrikam,Camcorders,Cameras and camcorders,10,15600.00,10431.40,0.668679
2016,1981,Litware Refrigerator 19CuFt M760 Red,Litware,Refrigerators,Home Appliances,17,15283.00,8254.86,0.540133
2016,2043,Litware Microwave 1.5CuFt X110 Black,Litware,Microwaves,Home Appliances,22,14650.68,9796.60,0.668678
2016,1845,Litware Washer & Dryer 21in E214 Green,Litware,Washers & Dryers,Home Appliances,9,14391.00,7054.02,0.490168
2016,1649,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",55,14299.45,9561.75,0.668679
2016,386,Adventure Works Laptop19W X1980 Blue,Adventure Works,Laptops,Computers,11,14289.00,9554.82,0.668683
2016,2101,Contoso Water Heater 4.3GPM M1250 Silver,Contoso,Water Heaters,Home Appliances,16,14040.00,7583.52,0.540136
2016,1851,NT Washer & Dryer 15.5in E1550 White,Northwind Traders,Washers & Dryers,Home Appliances,14,13998.60,6861.68,0.490169
2016,439,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Desktops,Computers,25,13975.00,7548.50,0.540143
2016,587,Contoso Projector 1080p X980 White,Contoso,Projectors & Screens,Computers,6,13770.00,9207.72,0.668679
2016,2103,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Water Heaters,Home Appliances,27,13716.00,6723.27,0.490177
2016,155,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,Televisions,TV and Video,29,13629.13,7361.65,0.540140
2016,433,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,Desktops,Computers,14,13566.00,9071.30,0.668679
2016,56,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Recording Pen,Audio,45,13320.00,8906.85,0.668682
2016,1867,Contoso Washer & Dryer 27in L270 White,Contoso,Washers & Dryers,Home Appliances,5,13260.00,8866.70,0.668680
2016,343,Fabrikam Laptop19 M9000 Black,Fabrikam,Laptops,Computers,12,13188.00,8818.56,0.668680
2016,1176,Fabrikam Trendsetter 1'' 25mm X400 White,Fabrikam,Camcorders,Cameras and camcorders,13,13000.00,8692.84,0.668680
2016,374,Adventure Works Laptop19W X1980 Silver,Adventure Works,Laptops,Computers,10,12990.00,8686.20,0.668683
2016,143,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,Televisions,TV and Video,43,12899.57,6323.15,0.490183
2016,456,WWI Desktop PC2.30 M2300 White,Wide World Importers,Desktops,Computers,23,12857.00,6944.62,0.540143
2016,1957,Litware Refrigerator 24.7CuFt X980 Green,Litware,Refrigerators,Home Appliances,4,12799.96,8559.08,0.668680
2016,1610,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",44,12759.56,8532.04,0.668678
2016,1187,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",Fabrikam,Camcorders,Cameras and camcorders,15,12750.00,6886.80,0.540141
2016,1844,Litware Washer & Dryer 24in M260 Green,Litware,Washers & Dryers,Home Appliances,7,12726.00,6873.79,0.540137
2016,1834,Litware Washer & Dryer 24in M260 Silver,Litware,Washers & Dryers,Home Appliances,7,12726.00,6873.79,0.540137
2016,1170,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,Fabrikam,Camcorders,Cameras and camcorders,20,12660.00,6838.20,0.540142
2016,2037,Litware Microwave 1.5CuFt X110 Red,Litware,Microwaves,Home Appliances,19,12652.86,8460.70,0.668678
2016,1181,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,Fabrikam,Camcorders,Cameras and camcorders,8,12640.00,8452.08,0.668677
2016,135,"Adventure Works 20"" LCD HDTV M120 White",Adventure Works,Televisions,TV and Video,36,12598.20,6804.72,0.540134
2016,1946,Litware Refrigerator 19CuFt M760 Brown,Litware,Refrigerators,Home Appliances,14,12586.00,6798.12,0.540133
2016,375,Adventure Works Laptop15 M1501 Silver,Adventure Works,Laptops,Computers,18,12582.00,6796.08,0.540143
2016,1655,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",43,12469.57,8338.13,0.668678
2016,1183,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Fabrikam,Camcorders,Cameras and camcorders,8,12160.00,8131.12,0.668677
2016,1605,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",41,11889.59,7950.31,0.668678
2016,53,WWI 4GB Video Recording Pen X200 Black,Wide World Importers,Recording Pen,Audio,40,11840.00,7917.20,0.668682
2016,1625,Contoso DVD Recorder L230 Grey,Contoso,Movie DVD,"Music, Movies and Audio Books",54,11826.00,7907.76,0.668675
2016,1235,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",Fabrikam,Camcorders,Cameras and camcorders,14,11732.00,6336.82,0.540131
2016,1904,Fabrikam Refrigerator 19CuFt M7600 Brown,Fabrikam,Refrigerators,Home Appliances,13,11687.00,6312.54,0.540133
2016,430,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Desktops,Computers,43,11607.85,5689.76,0.490164
2016,418,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Desktops,Computers,43,11607.85,5689.76,0.490164
2016,207,Litware Home Theater System 5.1 Channel M516 Black,Litware,Home Theater System,TV and Video,20,11580.00,6254.80,0.540138
2016,2146,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,Adventure Works,Coffee Machines,Home Appliances,7,11550.00,7723.24,0.668678
2016,1602,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",64,11519.36,6222.08,0.540141
2016,1604,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",44,11439.56,7649.40,0.668679
2016,424,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Desktops,Computers,42,11337.90,5557.44,0.490164
2016,448,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,42,11335.80,5556.60,0.490181
2016,1983,Fabrikam Microwave 1.5CuFt X1100 White,Fabrikam,Microwaves,Home Appliances,17,11320.98,7570.10,0.668678
2016,319,SV Car Video LCD9.2W X9281 Silver,Southridge Video,Car Video,TV and Video,13,11297.00,7554.04,0.668676
2016,1060,A. Datum SLR Camera X139 Gold,A. Datum,Digital SLR Cameras,Cameras and camcorders,18,11286.00,7546.68,0.668676
2016,446,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Desktops,Computers,51,11217.45,5498.31,0.490156
2016,1156,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,Fabrikam,Camcorders,Cameras and camcorders,7,11200.00,7489.23,0.668681
2016,1895,Contoso Washer & Dryer 21in E210 Pink,Contoso,Washers & Dryers,Home Appliances,7,11193.00,5486.46,0.490168
2016,1835,Litware Washer & Dryer 21in E214 Silver,Litware,Washers & Dryers,Home Appliances,7,11193.00,5486.46,0.490168
2016,1461,Contoso Touch Screen Phones Capacitive M908 Black,Contoso,Touch Screen Phones,Cell phones,36,11088.00,5988.96,0.540129
2016,2112,Contoso Water Heater 4.0GPM M1250 Red,Contoso,Water Heaters,Home Appliances,14,11074.00,5981.50,0.540139
2016,2097,Contoso Water Heater 4.0GPM M1250 Green,Contoso,Water Heaters,Home Appliances,14,11074.00,5981.50,0.540139
2016,458,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Computers,48,11035.20,5409.12,0.490169
2016,437,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,22,10997.80,5390.88,0.490178
2016,1612,SV DVD 12-Inch Player Portable M400 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",60,10799.40,5833.20,0.540141
2016,1976,Litware Refrigerator 19CuFt M760 Orange,Litware,Refrigerators,Home Appliances,12,10788.00,5826.96,0.540133
2016,1446,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,The Phone Company,Touch Screen Phones,Cell phones,37,10693.00,5775.70,0.540138
2016,165,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Televisions,TV and Video,14,10689.14,5239.50,0.490170
2016,384,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Laptops,Computers,14,10612.00,5731.88,0.540131
2016,1862,NT Washer & Dryer 27in L2700 Green,Northwind Traders,Washers & Dryers,Home Appliances,4,10611.60,7095.76,0.668679
2016,519,WWI LCD22 M2002 Black,Wide World Importers,Monitors,Computers,17,10523.00,7036.47,0.668675
2016,144,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Televisions,TV and Video,35,10499.65,5146.75,0.490183
2016,426,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Desktops,Computers,21,10497.90,5145.84,0.490178
2016,443,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Desktops,Computers,30,10470.00,5655.30,0.540143
2016,419,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Desktops,Computers,28,10332.00,5064.36,0.490162
2016,1210,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,Fabrikam,Camcorders,Cameras and camcorders,12,10320.00,5574.24,0.540139
2016,1578,SV DVD Recorder L210 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",47,10293.00,6882.68,0.668675
2016,1651,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",64,10239.36,5530.88,0.540158
2016,1650,Contoso DVD 15-Inch Player Portable L200 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",35,10149.65,6786.85,0.668678
2016,62,WWI 2GB Spy Video Recorder Pen M300 White,Wide World Importers,Recording Pen,Audio,56,10136.00,5474.56,0.540110
2016,2094,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Water Heaters,Home Appliances,39,10042.50,4922.58,0.490174
2016,1443,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold",The Phone Company,Touch Screen Phones,Cell phones,17,10013.00,6695.45,0.668675
2016,600,Contoso Projector 1080p X981 Silver,Contoso,Projectors & Screens,Computers,4,9996.00,6684.12,0.668679
2016,1893,Contoso Washer & Dryer 25.5in M255 Pink,Contoso,Washers & Dryers,Home Appliances,5,9945.00,5371.65,0.540135
2016,2170,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,Fabrikam,Coffee Machines,Home Appliances,6,9900.00,6619.92,0.668678
2016,1614,SV DVD 14-Inch Player Portable L100 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",38,9879.62,6606.30,0.668679
2016,1615,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",34,9859.66,6592.94,0.668678
2016,1203,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,Fabrikam,Camcorders,Cameras and camcorders,10,9800.00,6553.10,0.668683
2016,65,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Recording Pen,Audio,54,9774.00,5279.04,0.540110
2016,1850,NT Washer & Dryer 21in E2100 White,Northwind Traders,Washers & Dryers,Home Appliances,6,9599.40,4705.32,0.490168
2016,1218,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,Fabrikam,Camcorders,Cameras and camcorders,15,9570.00,5169.15,0.540141
2016,2114,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Water Heaters,Home Appliances,37,9527.50,4670.14,0.490174
2016,1425,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",The Phone Company,Touch Screen Phones,Cell phones,18,9522.00,6367.14,0.668676
2016,1408,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",The Phone Company,Touch Screen Phones,Cell phones,18,9522.00,6367.14,0.668676
2016,124,"Adventure Works 19"" Portable LCD HDTV M110 White",Adventure Works,Televisions,TV and Video,34,9519.66,5141.82,0.540126
2016,140,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Televisions,TV and Video,19,9499.81,5131.14,0.540130
2016,1205,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,Fabrikam,Camcorders,Cameras and camcorders,6,9480.00,6339.06,0.668677
2016,1426,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",The Phone Company,Touch Screen Phones,Cell phones,16,9424.00,6301.60,0.668675
2016,153,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Televisions,TV and Video,20,9399.40,5077.00,0.540140
2016,1158,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,Fabrikam,Camcorders,Cameras and camcorders,6,9360.00,6258.84,0.668679
2016,63,WWI 2GB Spy Video Recorder Pen M300 Blue,Wide World Importers,Recording Pen,Audio,51,9231.00,4985.76,0.540110
2016,551,Proseware Projector 1080p LCD86 White,Proseware,Projectors & Screens,Computers,4,9180.00,6138.48,0.668679
2016,134,"Adventure Works 20"" LCD HDTV M120 Black",Adventure Works,Televisions,TV and Video,26,9098.70,4914.52,0.540134
2016,475,Proseware LCD24 X300 White,Proseware,Monitors,Computers,11,9009.00,6024.15,0.668681
2016,528,WWI LCD24 X300 White,Wide World Importers,Monitors,Computers,11,9009.00,6024.15,0.668681
2016,1455,The Phone Company Pen Touch Screen Phones M320 Gold,The Phone Company,Touch Screen Phones,Cell phones,31,8990.00,4855.84,0.540137
2016,1178,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,Fabrikam,Camcorders,Cameras and camcorders,9,8982.00,6006.06,0.668677
2016,1154,"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue",Fabrikam,Camcorders,Cameras and camcorders,9,8982.00,6006.06,0.668677
2016,1577,SV DVD Recorder L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",41,8979.00,6004.04,0.668675
2016,1622,Contoso DVD Recorder L200 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",41,8979.00,6004.04,0.668675
2016,1194,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey,Fabrikam,Camcorders,Cameras and camcorders,14,8862.00,4786.74,0.540142
2016,436,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Desktops,Computers,24,8856.00,4340.88,0.490162
2016,1659,Contoso DVD 14-Inch Player Portable L100 White,Contoso,Movie DVD,"Music, Movies and Audio Books",34,8839.66,5910.90,0.668679
2016,1656,Contoso DVD 9-Inch Player Portable M300 White,Contoso,Movie DVD,"Music, Movies and Audio Books",55,8799.45,4753.10,0.540158
2016,440,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,40,8798.00,4312.40,0.490156
2016,1216,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,Fabrikam,Camcorders,Cameras and camcorders,14,8680.00,4688.32,0.540129
2016,2093,Contoso Water Heater 2.6GPM E0900 Blue,Contoso,Water Heaters,Home Appliances,17,8636.00,4233.17,0.490177
